Run 2: Time (min) (±0.01 min),Run 2: pH (±0.3 pH),Run 2: Temperature (°C) (±0.1°C),Run 2: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 1: Time (min) (±0.01 min),Run 1: pH (±0.3 pH),Run 1: Temperature (°C) (±0.1°C),Run 1: Volume of NaOH Added (cm^3) (±0.02 cm^3)
8.4,7.9,26.6,,8.4,9.8,26.8,
8.42,8.0,26.6,25.2,8.42,9.9,26.8,
8.43,8.1,26.6,,8.43,10.0,26.8,26.5
8.45,8.2,26.6,,8.45,10.1,26.8,
8.47,8.3,26.6,,8.47,10.2,26.8,
8.48,8.5,26.6,25.5,8.48,10.4,26.8,
8.5,8.6,26.6,,8.5,10.5,26.8,
8.52,8.7,26.6,,8.52,10.6,26.8,26.7
8.53,8.9,26.6,25.7,8.53,10.6,26.8,
8.55,9.1,26.6,,8.55,10.7,26.8,
8.57,9.3,26.6,,8.57,10.8,26.8,
8.58,9.4,26.6,,8.58,10.9,26.8,27.0
8.6,9.6,26.6,,8.6,11.0,26.8,
8.62,9.8,26.6,,8.62,11.1,26.8,
8.63,10.0,26.5,,8.63,11.2,26.8,
8.65,10.2,26.5,26.0,8.65,11.2,26.8,
8.67,10.3,26.5,,8.67,11.3,26.8,
8.68,10.5,26.5,,8.68,11.3,26.8,
8.7,10.6,26.5,,8.7,11.4,26.8,
8.72,10.8,26.5,,8.72,11.4,26.8,
8.73,10.9,26.5,,8.73,11.5,26.8,
8.75,11.0,26.5,,8.75,11.5,26.8,
8.77,11.1,26.5,,8.77,11.6,26.8,
8.78,11.2,26.5,,8.78,11.6,26.8,
8.8,11.3,26.5,,8.8,11.6,26.8,
8.82,11.4,26.5,,8.82,11.6,26.8,
8.83,11.5,26.5,26.5,8.83,11.7,26.8,
8.85,11.5,26.5,,8.85,11.7,26.8,27.5
8.87,11.6,26.5,,8.87,11.7,26.8,
8.88,11.6,26.5,,8.88,11.7,26.8,
8.9,11.7,26.5,,8.9,11.8,26.8,
8.92,11.7,26.5,,8.92,11.8,26.8,
8.93,11.8,26.5,,8.93,11.8,26.8,
8.95,11.8,26.5,,8.95,11.8,26.8,
8.97,11.8,26.5,,8.97,11.8,26.8,
8.98,11.9,26.5,,8.98,11.9,26.8,
9.0,11.9,26.5,,9.0,11.9,26.8,
9.02,11.9,26.5,,9.02,11.9,26.8,
9.03,11.9,26.5,27.0,9.03,11.9,26.8,
9.05,11.9,26.5,,9.05,11.9,26.8,
9.07,12.0,26.5,,9.07,11.9,26.8,28.0
9.08,12.0,26.5,,9.08,11.9,26.8,
9.1,12.0,26.5,,9.1,11.9,26.8,
9.12,12.0,26.5,,9.12,11.9,26.8,
9.13,12.0,26.5,,9.13,12.0,26.8,
9.15,12.0,26.5,,9.15,12.0,26.8,
9.17,12.0,26.5,,9.17,12.0,26.8,
9.18,12.1,26.5,,9.18,12.0,26.8,
9.2,12.1,26.5,,9.2,12.0,26.8,
9.22,12.1,26.5,,9.22,12.0,26.8,
9.23,12.1,26.5,27.5,9.23,12.0,26.8,
9.25,12.1,26.5,,9.25,12.0,26.8,
9.27,12.1,26.5,,9.27,12.0,26.8,28.5
9.28,12.1,26.5,,9.28,12.1,26.8,
9.3,12.1,26.5,,9.3,12.1,26.8,
9.32,12.1,26.5,,9.32,12.1,26.8,
9.33,12.1,26.5,,9.33,12.1,26.8,
9.35,12.1,26.5,,9.35,12.1,26.8,
9.37,12.2,26.5,28.0,9.37,12.1,26.8,
9.38,12.2,26.5,,9.38,12.1,26.8,
9.4,12.2,26.5,,9.4,12.1,26.8,
9.42,12.2,26.5,,9.42,12.1,26.8,
9.43,12.2,26.5,,9.43,12.1,26.8,
9.45,12.2,26.5,,9.45,12.1,26.7,
9.47,12.2,26.5,,9.47,12.1,26.7,
9.48,12.2,26.5,,9.48,12.1,26.7,
9.5,12.2,26.5,,9.5,12.1,26.7,
9.52,12.2,26.5,,9.52,12.1,26.7,
9.53,12.2,26.5,,9.53,12.1,26.7,
9.55,12.2,26.5,28.5,9.55,12.2,26.7,
9.57,12.2,26.5,,9.57,12.2,26.7,
9.58,12.3,26.5,,9.58,12.2,26.7,29.0
9.6,12.3,26.5,,9.6,12.2,26.7,
9.62,12.3,26.5,,9.62,12.2,26.7,
9.63,12.3,26.5,,9.63,12.2,26.7,
9.65,12.3,26.5,,9.65,12.2,26.7,
9.67,12.3,26.5,,9.67,12.2,26.7,
9.68,12.3,26.5,,9.68,12.2,26.7,
9.7,12.3,26.5,,9.7,12.2,26.7,
9.72,12.3,26.5,29.0,9.72,12.2,26.7,
9.73,12.3,26.5,,9.73,12.2,26.7,
9.75,12.3,26.5,,9.75,12.2,26.7,
9.77,12.3,26.5,,9.77,12.2,26.7,29.5
9.78,12.3,26.5,,9.78,12.2,26.7,
9.8,12.3,26.5,,9.8,12.2,26.7,
9.82,12.3,26.5,,9.82,12.2,26.7,
9.83,12.3,26.5,,9.83,12.2,26.7,
9.85,12.3,26.5,29.5,9.85,12.3,26.7,
9.87,12.4,26.5,,9.87,12.3,26.7,
9.88,12.4,26.5,,9.88,12.3,26.7,
9.9,12.4,26.5,,9.9,12.3,26.7,30.0
9.92,12.4,26.5,,9.92,12.3,26.7,
9.93,12.4,26.5,,9.93,12.3,26.7,
9.95,12.4,26.5,,9.95,12.3,26.7,
9.97,12.4,26.5,30.0,9.97,12.3,26.7,
9.98,12.4,26.5,,9.98,12.3,26.7,
10.0,12.4,26.5,,10.0,12.3,26.7,
10.02,12.4,26.5,,10.02,12.3,26.7,
10.03,12.4,26.5,,10.03,12.3,26.7,
10.05,12.4,26.5,,10.05,12.3,26.7,
10.07,12.4,26.5,,10.07,12.3,26.7,
10.08,12.4,26.5,30.5,10.08,12.3,26.7,
10.1,12.4,26.5,,10.1,12.3,26.7,
10.12,12.4,26.5,,10.12,12.3,26.7,30.5
10.13,12.4,26.5,,10.13,12.3,26.7,
10.15,12.4,26.5,,10.15,12.3,26.7,
10.17,12.4,26.5,,10.17,12.3,26.7,
10.18,12.4,26.5,,10.18,12.3,26.7,
10.2,12.4,26.5,,10.2,12.3,26.7,
10.22,12.4,26.5,,10.22,12.3,26.7,
10.23,12.4,26.5,31.0,10.23,12.3,26.7,
10.25,12.5,26.5,,10.25,12.4,26.7,
10.27,12.5,26.5,,10.27,12.4,26.7,
10.28,12.5,26.5,,10.28,12.4,26.7,31.0
10.3,12.5,26.5,,10.3,12.4,26.7,
10.32,12.5,26.5,,10.32,12.4,26.7,
10.33,12.5,26.5,,10.33,12.4,26.7,
10.35,12.5,26.5,,10.35,12.4,26.7,
10.37,12.5,26.5,31.5,10.37,12.4,26.7,
10.38,12.5,26.5,,10.38,12.4,26.7,
10.4,12.5,26.5,,10.4,12.4,26.7,
10.42,12.5,26.5,,10.42,12.4,26.7,
10.43,12.5,26.5,,10.43,12.4,26.7,
10.45,12.5,26.5,,10.45,12.4,26.7,
10.47,12.5,26.5,,10.47,12.4,26.7,
10.48,12.5,26.5,,10.48,12.4,26.7,
10.5,12.5,26.5,,10.5,12.4,26.7,
10.52,12.5,26.5,,10.52,12.4,26.7,
10.53,12.5,26.5,,10.53,12.4,26.7,
10.55,12.5,26.5,,10.55,12.4,26.7,
10.57,12.5,26.5,,10.57,12.4,26.7,
10.58,12.5,26.5,,10.58,12.4,26.7,
10.6,12.5,26.5,,10.6,12.4,26.7,
10.62,12.5,26.5,,10.62,12.4,26.7,
10.63,12.5,26.5,,10.63,12.4,26.7,
10.65,12.5,26.5,,10.65,12.4,26.7,
10.67,12.5,26.5,,10.67,12.5,26.7,
10.68,12.5,26.5,,10.68,12.5,26.7,
10.7,12.5,26.5,,10.7,12.5,26.7,
10.72,12.5,26.5,,10.72,12.5,26.7,
10.73,12.5,26.5,,10.73,12.5,26.7,
10.75,12.5,26.5,,10.75,12.5,26.7,
10.77,12.5,26.5,,10.77,12.5,26.7,
10.78,12.5,26.5,,10.78,12.5,26.7,
10.8,12.5,26.5,,10.8,12.5,26.7,
10.82,12.5,26.5,,10.82,12.5,26.7,
10.83,12.6,26.5,,10.83,12.5,26.7,
10.85,12.6,26.5,,10.85,12.5,26.7,
10.87,12.6,26.5,,10.87,12.5,26.7,
10.88,12.6,26.5,,10.88,12.5,26.7,
10.9,12.6,26.5,,10.9,12.5,26.7,
10.92,12.6,26.5,,10.92,12.5,26.7,
10.93,12.6,26.5,,10.93,12.5,26.7,
10.95,12.6,26.5,,10.95,12.5,26.7,
10.97,12.6,26.5,,10.97,12.5,26.7,
10.98,12.6,26.5,,10.98,12.5,26.7,
11.0,12.6,26.5,,11.0,12.5,26.7,
11.02,12.6,26.5,,11.02,12.5,26.7,
11.03,12.6,26.5,,11.03,12.5,26.7,
11.05,12.6,26.5,,11.05,12.5,26.7,
11.07,12.6,26.5,,11.07,12.5,26.7,
11.08,12.6,26.5,,11.08,12.5,26.7,
11.1,12.6,26.5,,11.1,12.5,26.7,
11.12,12.6,26.4,,11.12,12.5,26.7,
11.13,12.6,26.4,,11.13,12.5,26.7,
11.15,12.6,26.4,,11.15,12.5,26.7,
11.17,12.6,26.4,,11.17,12.5,26.7,
11.18,12.6,26.4,,11.18,12.5,26.7,
11.2,12.6,26.4,,11.2,12.5,26.7,
11.22,12.6,26.4,,11.22,12.5,26.7,
11.23,12.6,26.4,,11.23,12.5,26.7,
11.25,12.6,26.4,,11.25,12.6,26.7,
11.27,12.6,26.4,,11.27,12.6,26.7,
11.28,12.6,26.4,,11.28,12.6,26.7,
11.3,12.6,26.4,,11.3,12.6,26.7,
11.32,12.6,26.4,,11.32,12.6,26.7,
11.33,12.6,26.4,,11.33,12.6,26.7,
11.35,12.6,26.4,,11.35,12.6,26.7,
11.37,12.6,26.4,,11.37,12.6,26.7,
11.38,12.6,26.4,,11.38,12.6,26.7,
11.4,12.6,26.4,,11.4,12.6,26.7,
11.42,12.6,26.4,,11.42,12.6,26.7,
11.43,12.6,26.4,,11.43,12.6,26.7,
11.45,12.6,26.4,,11.45,12.6,26.7,
11.47,12.6,26.4,,11.47,12.6,26.7,
11.48,12.6,26.4,,11.48,12.6,26.7,
11.5,12.6,26.4,,11.5,12.6,26.7,
11.52,12.6,26.4,,11.52,12.6,26.7,
11.53,12.6,26.4,,11.53,12.6,26.7,
11.55,12.6,26.4,,11.55,12.6,26.7,
11.57,12.6,26.4,,11.57,12.6,26.7,
11.58,12.7,26.4,,11.58,12.6,26.7,
11.6,12.7,26.4,,11.6,12.6,26.7,
11.62,12.7,26.4,,11.62,12.6,26.7,
11.63,12.7,26.4,,11.63,12.6,26.7,
11.65,12.7,26.4,,11.65,12.6,26.7,
11.67,12.7,26.4,,11.67,12.6,26.7,
11.68,12.7,26.4,,11.68,12.6,26.7,
11.7,12.7,26.4,,11.7,12.6,26.7,
11.72,12.7,26.4,,11.72,12.6,26.7,
11.73,12.7,26.4,,11.73,12.6,26.7,
11.75,12.7,26.4,,11.75,12.6,26.7,
11.77,12.7,26.4,,11.77,12.6,26.7,
11.78,12.7,26.4,,11.78,12.6,26.7,
11.8,12.7,26.4,,11.8,12.6,26.7,
11.82,12.7,26.4,,11.82,12.6,26.7,
11.83,12.7,26.4,,11.83,12.6,26.7,
11.85,12.7,26.4,,11.85,12.6,26.7,
11.87,12.7,26.4,,11.87,12.6,26.7,
11.88,12.7,26.4,,11.88,12.6,26.7,
11.9,12.7,26.4,,11.9,12.6,26.7,
11.92,12.7,26.4,,11.92,12.6,26.7,
11.93,12.7,26.4,,11.93,12.6,26.7,
11.95,12.7,26.4,,11.95,12.6,26.7,
11.97,12.7,26.4,,11.97,12.6,26.7,
11.98,12.7,26.4,,11.98,12.6,26.7,
12.0,12.7,26.4,,12.0,12.7,26.7,
12.02,12.7,26.4,,12.02,12.7,26.7,
12.03,12.7,26.4,,12.03,12.7,26.7,
12.05,12.7,26.4,,12.05,12.7,26.7,
12.07,12.7,26.4,,12.07,12.7,26.7,
12.08,12.7,26.4,,12.08,12.7,26.7,
12.1,12.7,26.4,,12.1,12.7,26.7,
12.12,12.7,26.4,,12.12,12.7,26.7,
12.13,12.7,26.4,,12.13,12.7,26.7,
12.15,12.7,26.4,,12.15,12.7,26.7,
12.17,12.7,26.4,,12.17,12.7,26.7,
12.18,12.7,26.4,,12.18,12.7,26.7,
12.2,12.7,26.4,,12.2,12.7,26.7,
12.22,12.7,26.4,,12.22,12.7,26.7,
12.23,12.7,26.4,,12.23,12.7,26.7,
12.25,12.7,26.4,,12.25,12.7,26.7,
12.27,12.7,26.4,,12.27,12.7,26.7,
12.28,12.7,26.4,,12.28,12.7,26.7,
12.3,12.7,26.4,,12.3,12.7,26.7,
12.32,12.7,26.4,,12.32,12.7,26.7,
12.33,12.7,26.4,,12.33,12.7,26.7,
12.35,12.7,26.4,,12.35,12.7,26.7,
12.37,12.7,26.4,,12.37,12.7,26.7,
12.38,12.7,26.4,,12.38,12.7,26.7,
12.4,12.7,26.4,,12.4,12.7,26.7,
12.42,12.7,26.4,,12.42,12.7,26.7,
12.43,12.7,26.4,,12.43,12.7,26.7,
12.45,12.7,26.4,,12.45,12.7,26.7,
12.47,12.7,26.4,,12.47,12.7,26.7,
12.48,12.7,26.4,,12.48,12.7,26.7,
12.5,12.7,26.4,,12.5,12.7,26.7,
12.52,12.7,26.4,,12.52,12.7,26.7,
12.53,12.7,26.4,,12.53,12.7,26.7,
12.55,12.7,26.4,,12.55,12.7,26.7,
12.57,12.7,26.4,,12.57,12.7,26.7,
12.58,12.7,26.4,,12.58,12.7,26.7,
12.6,12.7,26.4,,12.6,12.7,26.7,
12.62,12.7,26.4,,12.62,12.7,26.7,
12.63,12.7,26.4,,12.63,12.7,26.7,
12.65,12.7,26.4,,12.65,12.7,26.7,
12.67,12.7,26.4,,12.67,12.7,26.7,
12.68,12.7,26.4,,12.68,12.7,26.7,
12.7,12.7,26.4,,12.7,12.7,26.7,
12.72,12.7,26.4,,12.72,12.7,26.7,
12.73,12.7,26.4,,12.73,12.7,26.7,
12.75,12.7,26.4,,12.75,12.7,26.7,
12.77,12.7,26.4,,12.77,12.7,26.7,
12.78,12.7,26.4,,12.78,12.7,26.7,
12.8,12.7,26.4,,12.8,12.7,26.7,
12.82,12.8,26.4,,12.82,12.7,26.7,
12.83,12.8,26.4,,12.83,12.7,26.7,
12.85,12.8,26.4,,12.85,12.7,26.7,
12.87,12.8,26.4,,12.87,12.7,26.7,
12.88,12.8,26.4,,12.88,12.7,26.7,
12.9,12.8,26.4,,12.9,12.7,26.7,
12.92,12.8,26.4,,12.92,12.7,26.7,
12.93,12.8,26.4,,12.93,12.7,26.7,
12.95,12.8,26.4,,12.95,12.7,26.7,
12.97,12.8,26.4,,12.97,12.7,26.7,
12.98,12.8,26.4,,12.98,12.7,26.7,
13.0,12.8,26.4,,13.0,12.7,26.7,
13.02,12.8,26.4,,13.02,12.7,26.7,
13.03,12.8,26.4,,13.03,12.7,26.7,
13.05,12.8,26.4,,13.05,12.7,26.7,
13.07,12.8,26.4,,13.07,12.7,26.7,
13.08,12.8,26.4,,13.08,12.7,26.7,
13.1,12.8,26.4,,13.1,12.7,26.7,
13.12,12.8,26.4,,13.12,12.7,26.7,
13.13,12.8,26.4,,13.13,12.7,26.7,
13.15,12.8,26.4,,13.15,12.7,26.7,
13.17,12.8,26.4,,13.17,12.7,26.7,
13.18,12.8,26.4,,13.18,12.7,26.7,
13.2,12.8,26.4,,13.2,12.7,26.7,
13.22,12.8,26.4,,13.22,12.7,26.7,
13.23,12.8,26.4,,13.23,12.7,26.7,
13.25,12.8,26.4,,13.25,12.7,26.7,
13.27,12.8,26.4,,13.27,12.7,26.7,
13.28,12.8,26.4,,13.28,12.8,26.7,
13.3,12.8,26.4,,13.3,12.8,26.7,
13.32,12.8,26.4,,13.32,12.8,26.7,
13.33,12.8,26.4,,13.33,12.8,26.7,
13.35,12.8,26.4,,13.35,12.8,26.7,
13.37,12.8,26.4,,13.37,12.8,26.7,
13.38,12.8,26.4,,13.38,12.8,26.7,
13.4,12.8,26.4,,13.4,12.8,26.7,
13.42,12.8,26.4,,13.42,12.8,26.7,
13.43,12.8,26.4,,13.43,12.8,26.7,
13.45,12.8,26.4,,13.45,12.8,26.7,
13.47,12.8,26.4,,13.47,12.8,26.7,
13.48,12.8,26.4,,13.48,12.8,26.7,
13.5,12.8,26.4,,13.5,12.8,26.7,
13.52,12.8,26.4,,13.52,12.8,26.7,
13.53,12.8,26.4,,13.53,12.8,26.7,
13.55,12.8,26.4,,13.55,12.8,26.7,
13.57,12.8,26.4,,13.57,12.8,26.7,
13.58,12.8,26.3,,13.58,12.8,26.7,
13.6,12.8,26.3,,13.6,12.8,26.7,
13.62,12.8,26.3,,13.62,12.8,26.7,
13.63,12.8,26.3,,13.63,12.8,26.7,
13.65,12.8,26.3,,13.65,12.8,26.7,
13.67,12.8,26.3,,13.67,12.8,26.7,
13.68,12.8,26.3,,13.68,12.8,26.7,
13.7,12.8,26.3,,13.7,12.8,26.7,
13.72,12.8,26.3,,13.72,12.8,26.7,
13.73,12.8,26.3,,13.73,12.8,26.7,
13.75,12.8,26.3,,13.75,12.8,26.7,
13.77,12.8,26.3,,13.77,12.8,26.6,
13.78,12.8,26.3,,13.78,12.8,26.7,
13.8,12.8,26.3,,13.8,12.8,26.7,
13.82,12.8,26.3,,13.82,12.8,26.6,
13.83,12.8,26.3,,13.83,12.8,26.6,
13.85,12.8,26.3,,13.85,12.8,26.6,
13.87,12.8,26.3,,13.87,12.8,26.6,
13.88,12.8,26.3,,13.88,12.8,26.7,
13.9,12.8,26.3,,13.9,12.8,26.7,
13.92,12.8,26.3,,13.92,12.8,26.6,
13.93,12.8,26.3,,13.93,12.8,26.6,
13.95,12.8,26.3,,13.95,12.8,26.6,
13.97,12.8,26.3,,13.97,12.8,26.6,
13.98,12.8,26.3,,13.98,12.8,26.6,
14.0,12.8,26.3,,14.0,12.8,26.6,
14.02,12.8,26.3,,14.02,12.8,26.6,
14.03,12.8,26.3,,14.03,12.8,26.6,
14.05,12.8,26.3,,14.05,12.8,26.6,
14.07,12.8,26.3,,14.07,12.8,26.6,
14.08,12.8,26.3,,14.08,12.8,26.6,
14.1,12.8,26.3,,14.1,12.8,26.6,
14.12,12.8,26.3,,14.12,12.8,26.6,
14.13,12.8,26.3,,14.13,12.8,26.6,
14.15,12.8,26.3,,14.15,12.8,26.6,
14.17,12.8,26.3,,14.17,12.8,26.6,
14.18,12.8,26.3,,14.18,12.8,26.6,
14.2,12.8,26.3,,14.2,12.8,26.6,
14.22,12.8,26.3,,14.22,12.8,26.6,
14.23,12.8,26.3,,14.23,12.8,26.6,
14.25,12.8,26.3,,14.25,12.8,26.6,
14.27,12.8,26.3,,14.27,12.8,26.6,
14.28,12.8,26.3,,14.28,12.8,26.6,
14.3,12.8,26.3,,14.3,12.8,26.6,
14.32,12.8,26.3,,14.32,12.8,26.6,
14.33,12.8,26.3,,14.33,12.8,26.6,
14.35,12.8,26.3,,14.35,12.8,26.6,
14.37,12.8,26.3,,14.37,12.8,26.6,
14.38,12.8,26.3,,14.38,12.8,26.6,
14.4,12.8,26.3,,14.4,12.8,26.6,
14.42,12.8,26.3,,14.42,12.8,26.6,
14.43,12.8,26.3,,14.43,12.8,26.6,
14.45,12.8,26.3,,14.45,12.8,26.6,
14.47,12.8,26.3,,14.47,12.8,26.6,
14.48,12.8,26.3,,14.48,12.8,26.6,
14.5,12.8,26.3,,14.5,12.8,26.6,
14.52,12.8,26.3,,14.52,12.8,26.6,
14.53,12.8,26.3,,14.53,12.8,26.6,
14.55,12.8,26.3,,14.55,12.8,26.6,
14.57,12.8,26.3,,14.57,12.8,26.6,
14.58,12.9,26.3,,14.58,12.8,26.6,
14.6,12.9,26.3,,14.6,12.8,26.6,
14.62,12.9,26.3,,14.62,12.8,26.6,
14.63,12.9,26.3,,14.63,12.8,26.6,
14.65,12.9,26.3,,14.65,12.8,26.6,
14.67,12.9,26.3,,14.67,12.8,26.6,
14.68,12.9,26.3,,14.68,12.8,26.6,
14.7,12.9,26.3,,14.7,12.8,26.6,
14.72,12.9,26.3,,14.72,12.8,26.6,
14.73,12.9,26.3,,14.73,12.8,26.6,
14.75,12.9,26.3,,14.75,12.8,26.6,
14.77,12.9,26.3,,14.77,12.8,26.6,
14.78,12.9,26.3,,14.78,12.8,26.6,
14.8,12.9,26.3,,14.8,12.8,26.6,
14.82,12.9,26.3,,14.82,12.8,26.6,
14.83,12.9,26.3,,14.83,12.8,26.6,
14.85,12.9,26.3,,14.85,12.8,26.6,
14.87,12.9,26.3,,14.87,12.8,26.6,
14.88,12.9,26.3,,14.88,12.8,26.6,
14.9,12.9,26.3,,14.9,12.8,26.6,
14.92,12.9,26.3,,14.92,12.8,26.6,
14.93,12.9,26.3,,14.93,12.8,26.6,
14.95,12.9,26.3,,14.95,12.8,26.6,
14.97,12.9,26.3,,14.97,12.8,26.6,
14.98,12.9,26.3,,14.98,12.8,26.6,
15.0,12.9,26.3,,15.0,12.8,26.6,
