Run 1: Time (min) (±0.01 min),Run 1: pH (±0.3 pH),Run 1: Temperature (°C) (±0.1°C),Run 1: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 2: Time (min) (±0.01 min),Run 2: Temperature (°C) (±0.1°C),Run 2: pH (±0.3 pH),Run 2: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 3: Time (min) (±0.01 min),Run 3: Temperature (°C) (±0.1°C),Run 3: pH (±0.3 pH),Run 3: Volume of NaOH Added (cm^3) (±0.02 cm^3)
10.92,12.3,25.6,,10.92,25.5,12.5,,10.92,25.5,12.5,
10.93,12.3,25.6,,10.93,25.5,12.5,,10.93,25.5,12.5,
10.95,12.4,25.6,,10.95,25.5,12.5,,10.95,25.5,12.5,
10.97,12.4,25.6,,10.97,25.5,12.5,,10.97,25.5,12.5,
10.98,12.4,25.6,,10.98,25.5,12.5,,10.98,25.5,12.5,
11.0,12.4,25.6,,11.0,25.5,12.5,,11.0,25.5,12.5,
11.02,12.4,25.6,,11.02,25.5,12.5,,11.02,25.5,12.5,
11.03,12.4,25.6,,11.03,25.5,12.5,,11.03,25.5,12.5,
11.05,12.4,25.6,,11.05,25.5,12.5,,11.05,25.5,12.5,
11.07,12.4,25.6,,11.07,25.5,12.5,,11.07,25.5,12.5,
11.08,12.4,25.6,,11.08,25.5,12.5,,11.08,25.5,12.5,
11.1,12.4,25.6,,11.1,25.5,12.5,,11.1,25.5,12.5,
11.12,12.4,25.6,,11.12,25.5,12.5,,11.12,25.5,12.5,
11.13,12.4,25.6,,11.13,25.5,12.5,,11.13,25.5,12.5,
11.15,12.4,25.6,,11.15,25.5,12.5,,11.15,25.5,12.5,
11.17,12.4,25.6,,11.17,25.5,12.5,,11.17,25.5,12.5,
11.18,12.4,25.6,,11.18,25.5,12.5,,11.18,25.5,12.5,
11.2,12.4,25.6,,11.2,25.5,12.5,,11.2,25.5,12.5,
11.22,12.4,25.6,,11.22,25.5,12.5,,11.22,25.5,12.5,
11.23,12.4,25.6,,11.23,25.5,12.5,,11.23,25.5,12.5,
11.25,12.4,25.6,,11.25,25.5,12.5,,11.25,25.5,12.5,
11.27,12.4,25.6,,11.27,25.5,12.5,,11.27,25.5,12.5,
11.28,12.4,25.6,,11.28,25.5,12.5,,11.28,25.5,12.5,
11.3,12.4,25.6,,11.3,25.5,12.5,,11.3,25.5,12.5,
11.32,12.4,25.6,,11.32,25.5,12.5,,11.32,25.5,12.5,
11.33,12.4,25.6,,11.33,25.5,12.5,,11.33,25.5,12.5,
11.35,12.4,25.6,,11.35,25.5,12.5,,11.35,25.5,12.5,
11.37,12.4,25.6,,11.37,25.5,12.5,,11.37,25.5,12.5,
11.38,12.4,25.6,,11.38,25.5,12.5,,11.38,25.5,12.5,
11.4,12.4,25.6,,11.4,25.5,12.5,,11.4,25.5,12.5,
11.42,12.4,25.6,,11.42,25.5,12.5,,11.42,25.5,12.5,
11.43,12.4,25.6,,11.43,25.5,12.5,,11.43,25.5,12.5,
11.45,12.4,25.6,,11.45,25.5,12.5,,11.45,25.5,12.5,
11.47,12.4,25.6,,11.47,25.5,12.5,,11.47,25.5,12.5,
11.48,12.4,25.6,,11.48,25.5,12.5,,11.48,25.5,12.5,
11.5,12.4,25.6,,11.5,25.5,12.5,,11.5,25.5,12.5,
11.52,12.4,25.6,,11.52,25.5,12.5,,11.52,25.5,12.5,
11.53,12.4,25.6,,11.53,25.5,12.5,,11.53,25.5,12.5,
11.55,12.4,25.6,,11.55,25.5,12.5,,11.55,25.5,12.5,
11.57,12.4,25.6,,11.57,25.5,12.5,,11.57,25.5,12.5,
11.58,12.4,25.6,,11.58,25.5,12.5,,11.58,25.5,12.5,
11.6,12.4,25.6,,11.6,25.5,12.5,,11.6,25.5,12.5,
11.62,12.4,25.6,,11.62,25.5,12.5,,11.62,25.5,12.5,
11.63,12.4,25.6,,11.63,25.5,12.5,,11.63,25.5,12.5,
11.65,12.4,25.6,,11.65,25.5,12.5,,11.65,25.5,12.5,
11.67,12.4,25.6,,11.67,25.5,12.5,,11.67,25.5,12.5,
11.68,12.4,25.6,,11.68,25.5,12.5,,11.68,25.5,12.5,
11.7,12.4,25.6,,11.7,25.5,12.5,,11.7,25.5,12.5,
11.72,12.4,25.6,,11.72,25.5,12.5,,11.72,25.5,12.5,
11.73,12.4,25.5,,11.73,25.5,12.5,,11.73,25.5,12.6,
11.75,12.4,25.5,,11.75,25.5,12.5,,11.75,25.5,12.6,
11.77,12.4,25.5,,11.77,25.5,12.5,,11.77,25.5,12.6,
11.78,12.4,25.5,,11.78,25.5,12.5,,11.78,25.5,12.6,
11.8,12.4,25.5,,11.8,25.5,12.5,,11.8,25.5,12.6,
11.82,12.4,25.5,,11.82,25.5,12.5,,11.82,25.5,12.6,
11.83,12.4,25.5,,11.83,25.5,12.5,,11.83,25.5,12.6,
11.85,12.4,25.5,,11.85,25.5,12.5,,11.85,25.5,12.6,
11.87,12.4,25.5,,11.87,25.5,12.5,,11.87,25.5,12.6,
11.88,12.4,25.5,,11.88,25.5,12.5,,11.88,25.5,12.6,
11.9,12.4,25.5,,11.9,25.5,12.5,,11.9,25.5,12.6,
11.92,12.4,25.5,,11.92,25.5,12.5,,11.92,25.5,12.6,
11.93,12.5,25.5,,11.93,25.5,12.5,,11.93,25.5,12.6,
11.95,12.5,25.5,,11.95,25.5,12.5,,11.95,25.5,12.6,
11.97,12.5,25.5,,11.97,25.5,12.5,,11.97,25.5,12.6,
11.98,12.5,25.5,,11.98,25.5,12.5,,11.98,25.5,12.6,
12.0,12.5,25.5,,12.0,25.5,12.5,,12.0,25.5,12.6,
12.02,12.5,25.5,,12.02,25.5,12.6,,12.02,25.5,12.6,
12.03,12.5,25.5,,12.03,25.5,12.6,,12.03,25.5,12.6,
12.05,12.5,25.5,,12.05,25.5,12.6,,12.05,25.5,12.6,
12.07,12.5,25.5,,12.07,25.5,12.6,,12.07,25.5,12.6,
12.08,12.5,25.5,,12.08,25.5,12.6,,12.08,25.5,12.6,
12.1,12.5,25.5,,12.1,25.5,12.6,,12.1,25.5,12.6,
12.12,12.5,25.5,,12.12,25.5,12.6,,12.12,25.5,12.6,
12.13,12.5,25.5,,12.13,25.5,12.6,,12.13,25.5,12.6,
12.15,12.5,25.5,,12.15,25.5,12.6,,12.15,25.5,12.6,
12.17,12.5,25.5,,12.17,25.5,12.6,,12.17,25.5,12.6,
12.18,12.5,25.5,,12.18,25.5,12.6,,12.18,25.5,12.6,
12.2,12.5,25.5,,12.2,25.5,12.6,,12.2,25.5,12.6,
12.22,12.5,25.5,,12.22,25.5,12.6,,12.22,25.5,12.6,
12.23,12.5,25.5,,12.23,25.5,12.6,,12.23,25.5,12.6,
12.25,12.5,25.5,,12.25,25.5,12.6,,12.25,25.5,12.6,
12.27,12.5,25.5,,12.27,25.5,12.6,,12.27,25.5,12.6,
12.28,12.5,25.5,,12.28,25.5,12.6,,12.28,25.5,12.6,
12.3,12.5,25.5,,12.3,25.5,12.6,,12.3,25.5,12.6,
12.32,12.5,25.5,,12.32,25.5,12.6,,12.32,25.5,12.6,
12.33,12.5,25.5,,12.33,25.5,12.6,,12.33,25.5,12.6,
12.35,12.5,25.5,,12.35,25.5,12.6,,12.35,25.5,12.6,
12.37,12.5,25.5,,12.37,25.5,12.6,,12.37,25.5,12.6,
12.38,12.5,25.5,,12.38,25.5,12.6,,12.38,25.5,12.6,
12.4,12.5,25.5,,12.4,25.5,12.6,,12.4,25.5,12.6,
12.42,12.5,25.5,,12.42,25.5,12.6,,12.42,25.5,12.6,
12.43,12.5,25.5,,12.43,25.5,12.6,,12.43,25.5,12.6,
12.45,12.5,25.5,,12.45,25.5,12.6,,12.45,25.5,12.6,
12.47,12.5,25.5,,12.47,25.5,12.6,,12.47,25.5,12.6,
12.48,12.5,25.5,,12.48,25.5,12.6,,12.48,25.5,12.6,
12.5,12.5,25.5,,12.5,25.5,12.6,,12.5,25.5,12.6,
12.52,12.5,25.5,,12.52,25.5,12.6,,12.52,25.5,12.6,
12.53,12.5,25.5,,12.53,25.5,12.6,,12.53,25.5,12.6,
12.55,12.5,25.5,,12.55,25.5,12.6,,12.55,25.5,12.6,
12.57,12.5,25.5,,12.57,25.5,12.6,,12.57,25.5,12.6,
12.58,12.5,25.5,,12.58,25.5,12.6,,12.58,25.5,12.6,
12.6,12.5,25.5,,12.6,25.5,12.6,,12.6,25.5,12.6,
12.62,12.5,25.5,,12.62,25.5,12.6,,12.62,25.5,12.6,
12.63,12.5,25.5,,12.63,25.5,12.6,,12.63,25.5,12.6,
12.65,12.5,25.5,,12.65,25.5,12.6,,12.65,25.5,12.6,
12.67,12.5,25.5,,12.67,25.5,12.6,,12.67,25.5,12.6,
12.68,12.5,25.5,,12.68,25.5,12.6,,12.68,25.5,12.6,
12.7,12.5,25.5,,12.7,25.5,12.6,,12.7,25.5,12.6,
12.72,12.5,25.5,,12.72,25.5,12.6,,12.72,25.5,12.6,
12.73,12.5,25.5,,12.73,25.5,12.6,,12.73,25.5,12.6,
12.75,12.5,25.5,,12.75,25.5,12.6,,12.75,25.5,12.6,
12.77,12.5,25.5,,12.77,25.5,12.6,,12.77,25.5,12.6,
12.78,12.5,25.5,,12.78,25.5,12.6,,12.78,25.5,12.6,
12.8,12.5,25.5,,12.8,25.5,12.6,,12.8,25.5,12.6,
12.82,12.5,25.5,,12.82,25.5,12.6,,12.82,25.5,12.6,
12.83,12.5,25.5,,12.83,25.5,12.6,,12.83,25.5,12.6,
12.85,12.5,25.5,,12.85,25.5,12.6,,12.85,25.5,12.6,
12.87,12.5,25.5,,12.87,25.5,12.6,,12.87,25.5,12.6,
12.88,12.5,25.5,,12.88,25.5,12.6,,12.88,25.5,12.6,
12.9,12.5,25.5,,12.9,25.5,12.6,,12.9,25.5,12.6,
12.92,12.5,25.5,,12.92,25.5,12.6,,12.92,25.5,12.6,
12.93,12.5,25.5,,12.93,25.5,12.6,,12.93,25.5,12.6,
12.95,12.5,25.5,,12.95,25.5,12.6,,12.95,25.5,12.6,
12.97,12.5,25.5,,12.97,25.5,12.6,,12.97,25.5,12.6,
12.98,12.5,25.5,,12.98,25.5,12.6,,12.98,25.5,12.6,
13.0,12.5,25.5,,13.0,25.5,12.6,,13.0,25.5,12.6,
13.02,12.5,25.5,,13.02,25.5,12.6,,13.02,25.5,12.6,
13.03,12.5,25.5,,13.03,25.5,12.6,,13.03,25.5,12.6,
13.05,12.5,25.5,,13.05,25.4,12.6,,13.05,25.4,12.6,
13.07,12.5,25.5,,13.07,25.5,12.6,,13.07,25.5,12.6,
13.08,12.5,25.5,,13.08,25.5,12.6,,13.08,25.5,12.6,
13.1,12.5,25.5,,13.1,25.4,12.6,,13.1,25.4,12.6,
13.12,12.5,25.5,,13.12,25.4,12.6,,13.12,25.4,12.6,
13.13,12.5,25.5,,13.13,25.4,12.6,,13.13,25.4,12.6,
13.15,12.5,25.5,,13.15,25.4,12.6,,13.15,25.4,12.6,
13.17,12.5,25.5,,13.17,25.4,12.6,,13.17,25.4,12.6,
13.18,12.5,25.5,,13.18,25.4,12.6,,13.18,25.4,12.6,
13.2,12.5,25.5,,13.2,25.4,12.6,,13.2,25.4,12.6,
13.22,12.5,25.5,,13.22,25.4,12.6,,13.22,25.4,12.6,
13.23,12.5,25.5,,13.23,25.4,12.6,,13.23,25.4,12.6,
13.25,12.5,25.5,,13.25,25.4,12.6,,13.25,25.4,12.6,
13.27,12.5,25.5,,13.27,25.4,12.6,,13.27,25.4,12.6,
13.28,12.5,25.5,,13.28,25.4,12.6,,13.28,25.4,12.6,
13.3,12.5,25.5,,13.3,25.4,12.6,,13.3,25.4,12.6,
13.32,12.5,25.5,,13.32,25.4,12.6,,13.32,25.4,12.6,
13.33,12.5,25.5,,13.33,25.4,12.6,,13.33,25.4,12.6,
13.35,12.5,25.5,,13.35,25.4,12.6,,13.35,25.4,12.6,
13.37,12.6,25.5,,13.37,25.4,12.6,,13.37,25.4,12.6,
13.38,12.6,25.5,,13.38,25.4,12.6,,13.38,25.4,12.6,
13.4,12.6,25.5,,13.4,25.4,12.6,,13.4,25.4,12.6,
13.42,12.6,25.5,,13.42,25.4,12.6,,13.42,25.4,12.6,
13.43,12.6,25.5,,13.43,25.4,12.6,,13.43,25.4,12.6,
13.45,12.6,25.5,,13.45,25.4,12.6,,13.45,25.4,12.6,
13.47,12.6,25.5,,13.47,25.4,12.6,,13.47,25.4,12.6,
13.48,12.6,25.5,,13.48,25.4,12.6,,13.48,25.4,12.6,
13.5,12.6,25.5,,13.5,25.4,12.6,,13.5,25.4,12.6,
13.52,12.6,25.5,,13.52,25.4,12.6,,13.52,25.4,12.6,
13.53,12.6,25.5,,13.53,25.4,12.6,,13.53,25.4,12.6,
13.55,12.6,25.5,,13.55,25.4,12.6,,13.55,25.4,12.6,
13.57,12.6,25.5,,13.57,25.4,12.6,,13.57,25.4,12.6,
13.58,12.6,25.5,,13.58,25.4,12.6,,13.58,25.4,12.6,
13.6,12.6,25.5,,13.6,25.4,12.6,,13.6,25.4,12.7,
13.62,12.6,25.5,,13.62,25.4,12.6,,13.62,25.4,12.7,
13.63,12.6,25.5,,13.63,25.4,12.6,,13.63,25.4,12.7,
13.65,12.6,25.5,,13.65,25.4,12.6,,13.65,25.4,12.7,
13.67,12.6,25.5,,13.67,25.4,12.6,,13.67,25.4,12.7,
13.68,12.6,25.5,,13.68,25.4,12.6,,13.68,25.4,12.7,
13.7,12.6,25.5,,13.7,25.4,12.6,,13.7,25.4,12.7,
13.72,12.6,25.5,,13.72,25.4,12.6,,13.72,25.4,12.7,
13.73,12.6,25.5,,13.73,25.4,12.6,,13.73,25.4,12.7,
13.75,12.6,25.5,,13.75,25.4,12.7,,13.75,25.4,12.7,
13.77,12.6,25.5,,13.77,25.4,12.7,,13.77,25.4,12.7,
13.78,12.6,25.5,,13.78,25.4,12.7,,13.78,25.4,12.7,
13.8,12.6,25.5,,13.8,25.4,12.7,,13.8,25.4,12.7,
13.82,12.6,25.5,,13.82,25.4,12.7,,13.82,25.4,12.7,
13.83,12.6,25.5,,13.83,25.4,12.7,,13.83,25.4,12.7,
13.85,12.6,25.5,,13.85,25.4,12.7,,13.85,25.4,12.7,
13.87,12.6,25.5,,13.87,25.4,12.7,,13.87,25.4,12.7,
13.88,12.6,25.5,,13.88,25.4,12.7,,13.88,25.4,12.7,
13.9,12.6,25.5,,13.9,25.4,12.7,,13.9,25.4,12.7,
13.92,12.6,25.5,,13.92,25.4,12.7,,13.92,25.4,12.7,
13.93,12.6,25.5,,13.93,25.4,12.7,,13.93,25.4,12.7,
13.95,12.6,25.5,,13.95,25.4,12.7,,13.95,25.4,12.7,
13.97,12.6,25.5,,13.97,25.4,12.7,,13.97,25.4,12.7,
13.98,12.6,25.5,,13.98,25.4,12.7,,13.98,25.4,12.7,
14.0,12.6,25.5,,14.0,25.4,12.7,,14.0,25.4,12.7,
14.02,12.6,25.5,,14.02,25.4,12.7,,14.02,25.4,12.7,
14.03,12.6,25.5,,14.03,25.4,12.7,,14.03,25.4,12.7,
14.05,12.6,25.5,,14.05,25.4,12.7,,14.05,25.4,12.7,
14.07,12.6,25.5,,14.07,25.4,12.7,,14.07,25.4,12.7,
14.08,12.6,25.5,,14.08,25.4,12.7,,14.08,25.4,12.7,
14.1,12.6,25.5,,14.1,25.4,12.7,,14.1,25.4,12.7,
14.12,12.6,25.5,,14.12,25.4,12.7,,14.12,25.4,12.7,
14.13,12.6,25.5,,14.13,25.4,12.7,,14.13,25.4,12.7,
14.15,12.6,25.5,,14.15,25.4,12.7,,14.15,25.4,12.7,
14.17,12.6,25.5,,14.17,25.4,12.7,,14.17,25.4,12.7,
14.18,12.6,25.5,,14.18,25.4,12.7,,14.18,25.4,12.7,
14.2,12.6,25.5,,14.2,25.4,12.7,,14.2,25.4,12.7,
14.22,12.6,25.5,,14.22,25.4,12.7,,14.22,25.4,12.7,
14.23,12.6,25.5,,14.23,25.4,12.7,,14.23,25.4,12.7,
14.25,12.6,25.5,,14.25,25.4,12.7,,14.25,25.4,12.7,
14.27,12.6,25.5,,14.27,25.4,12.7,,14.27,25.4,12.7,
14.28,12.6,25.5,,14.28,25.4,12.7,,14.28,25.4,12.7,
14.3,12.6,25.5,,14.3,25.4,12.7,,14.3,25.4,12.7,
14.32,12.6,25.5,,14.32,25.4,12.7,,14.32,25.4,12.7,
14.33,12.6,25.5,,14.33,25.4,12.7,,14.33,25.4,12.7,
14.35,12.6,25.5,,14.35,25.4,12.7,,14.35,25.4,12.7,
14.37,12.6,25.5,,14.37,25.4,12.7,,14.37,25.4,12.7,
14.38,12.6,25.5,,14.38,25.4,12.7,,14.38,25.4,12.7,
14.4,12.6,25.5,,14.4,25.4,12.7,,14.4,25.4,12.7,
14.42,12.6,25.5,,14.42,25.4,12.7,,14.42,25.4,12.7,
14.43,12.6,25.5,,14.43,25.4,12.7,,14.43,25.4,12.7,
14.45,12.6,25.5,,14.45,25.4,12.7,,14.45,25.4,12.7,
14.47,12.6,25.5,,14.47,25.4,12.7,,14.47,25.4,12.7,
14.48,12.6,25.5,,14.48,25.4,12.7,,14.48,25.4,12.7,
14.5,12.6,25.5,,14.5,25.4,12.7,,14.5,25.4,12.7,
14.52,12.6,25.5,,14.52,25.4,12.7,,14.52,25.4,12.7,
14.53,12.6,25.5,,14.53,25.4,12.7,,14.53,25.4,12.7,
14.55,12.6,25.5,,14.55,25.4,12.7,,14.55,25.4,12.7,
14.57,12.6,25.5,,14.57,25.4,12.7,,14.57,25.4,12.7,
14.58,12.6,25.4,,14.58,25.4,12.7,,14.58,25.4,12.7,
14.6,12.6,25.4,,14.6,25.4,12.7,,14.6,25.4,12.7,
14.62,12.6,25.5,,14.62,25.4,12.7,,14.62,25.4,12.7,
14.63,12.6,25.5,,14.63,25.4,12.7,,14.63,25.4,12.7,
14.65,12.6,25.4,,14.65,25.4,12.7,,14.65,25.4,12.7,
14.67,12.6,25.4,,14.67,25.4,12.7,,14.67,25.4,12.7,
14.68,12.6,25.4,,14.68,25.4,12.7,,14.68,25.4,12.7,
14.7,12.6,25.4,,14.7,25.4,12.7,,14.7,25.4,12.7,
14.72,12.6,25.5,,14.72,25.4,12.7,,14.72,25.4,12.7,
14.73,12.6,25.4,,14.73,25.4,12.7,,14.73,25.4,12.7,
14.75,12.6,25.4,,14.75,25.4,12.7,,14.75,25.4,12.7,
14.77,12.6,25.4,,14.77,25.4,12.7,,14.77,25.4,12.7,
14.78,12.6,25.4,,14.78,25.4,12.7,,14.78,25.4,12.7,
14.8,12.6,25.4,,14.8,25.4,12.7,,14.8,25.4,12.7,
14.82,12.6,25.4,,14.82,25.4,12.7,,14.82,25.4,12.7,
14.83,12.6,25.4,,14.83,25.4,12.7,,14.83,25.4,12.7,
14.85,12.6,25.4,,14.85,25.4,12.7,,14.85,25.4,12.7,
14.87,12.6,25.4,,14.87,25.4,12.7,,14.87,25.4,12.7,
14.88,12.6,25.4,,14.88,25.4,12.7,,14.88,25.4,12.7,
14.9,12.6,25.4,,14.9,25.4,12.7,,14.9,25.4,12.7,
14.92,12.6,25.4,,14.92,25.4,12.7,,14.92,25.4,12.7,
14.93,12.6,25.4,,14.93,25.4,12.7,,14.93,25.4,12.7,
14.95,12.6,25.4,,14.95,25.4,12.7,,14.95,25.4,12.7,
14.97,12.6,25.4,,14.97,25.4,12.7,,14.97,25.4,12.7,
14.98,12.6,25.4,,14.98,25.4,12.7,,14.98,25.4,12.7,
15.0,12.6,25.4,,15.0,25.4,12.7,,15.0,25.4,12.7,
