Time (min),0.00M_Run1,0.00M_Run2,0.20M_Run1,0.20M_Run2,0.20M_Run3,0.40M_Run1,0.40M_Run2,0.40M_Run3,0.50M_Run1,0.50M_Run2,0.50M_Run3,0.60M_Run1,0.60M_Run2,0.60M_Run3,0.80M_Run1,0.80M_Run2,0.80M_Run3
9.32,26.8,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.33,26.8,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.35,26.8,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.37,26.8,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.38,26.8,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.4,26.8,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.42,26.8,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.43,26.8,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.45,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.47,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.48,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.5,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.52,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.53,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.55,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.57,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.58,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.6,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.62,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.63,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.65,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.67,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.68,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.7,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.72,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.73,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.75,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.77,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.78,26.7,26.5,26.0,25.4,26.0,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.8,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.82,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.83,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.85,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.87,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.88,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.9,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
9.92,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
9.93,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
9.95,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
9.97,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
9.98,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.0,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.02,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.03,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.05,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.07,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.08,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.1,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.12,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.13,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.15,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.17,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.18,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.2,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.22,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.23,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.25,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.27,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.28,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.3,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.32,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.33,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.35,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.37,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.38,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.4,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.42,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.43,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.6,25.6,26.0,26.6,26.4
10.45,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.47,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.48,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.5,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.52,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.53,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.55,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.57,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.58,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.6,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.62,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.63,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.65,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.67,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.68,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.7,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.72,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.73,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.75,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.77,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.78,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.8,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.82,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.3
10.83,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.85,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.87,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.88,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.3
10.9,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.3
10.92,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.3
10.93,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.95,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.4
10.97,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.3
10.98,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.0,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.02,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.03,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.3
11.05,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.07,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.08,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.4,26.2,26.4,25.6,25.5,25.5,26.0,26.6,26.3
11.1,26.7,26.5,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.12,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.13,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.15,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.17,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.18,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.2,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.22,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.23,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.25,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.27,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.28,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.3,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.32,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.33,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.35,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.37,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.38,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.2,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.4,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.42,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.43,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.45,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.47,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.48,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.5,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.52,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.53,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.55,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.57,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.58,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.6,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.62,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.63,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.65,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.67,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.68,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.7,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.72,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.6,25.5,25.5,26.0,26.6,26.3
11.73,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,26.0,26.6,26.3
11.75,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,26.0,26.6,26.3
11.77,26.7,26.4,25.9,25.4,25.9,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,26.0,26.6,26.3
11.78,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,26.0,26.6,26.3
11.8,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.82,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.83,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,26.0,26.6,26.3
11.85,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.87,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,26.0,26.6,26.3
11.88,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.9,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.92,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.93,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.95,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.97,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
11.98,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.0,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.02,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.03,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.05,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.07,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.08,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.1,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.12,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.13,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.15,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.17,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.18,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.2,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.22,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.23,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.25,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.27,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.28,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.3,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.32,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.33,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.35,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.37,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.38,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.4,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.42,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.43,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.45,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.47,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.48,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.5,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
